2  9.50984	1.109554e-01	2.229252e-02	6.924356e+01	1.036251e+02	2.779085e-01	7.220042e-01	
1  8.28515	1.147063e-01	2.215619e-02	6.896250e+01	1.025960e+02	2.877785e-01	7.121336e-01	
3  8.25803	1.149755e-01	2.178250e-02	6.870945e+01	1.024625e+02	2.896810e-01	7.102304e-01	
2  7.5866	1.133290e-01	2.210893e-02	6.850434e+01	1.022110e+02	2.886051e-01	7.113057e-01	
4  7.02621	1.162118e-01	2.231740e-02	6.797967e+01	1.007312e+02	2.997665e-01	7.001429e-01	
1  7.26582	1.206648e-01	2.265505e-02	6.877462e+01	1.008354e+02	3.030050e-01	6.969066e-01	
8  8.4935	1.252405e-01	2.279539e-02	7.001098e+01	1.017150e+02	3.020194e-01	6.978953e-01	
2  9.15125	1.271761e-01	2.272615e-02	7.034646e+01	1.019109e+02	3.029171e-01	6.969984e-01	
1  7.94291	1.267362e-01	2.293629e-02	6.977873e+01	1.010081e+02	3.073944e-01	6.925197e-01	
6  7.60394	1.261703e-01	2.289860e-02	6.917815e+01	1.002652e+02	3.114937e-01	6.884189e-01	
1  8.83256	1.271410e-01	2.297141e-02	7.038187e+01	1.017832e+02	3.030365e-01	6.968791e-01	
1  7.84807	1.279873e-01	2.340274e-02	7.006311e+01	1.008536e+02	3.084029e-01	6.915119e-01	
2  8.51432	1.296056e-01	2.355722e-02	7.072154e+01	1.014047e+02	3.062316e-01	6.936848e-01	
1  10.2442	1.293511e-01	2.358230e-02	7.146922e+01	1.025026e+02	2.994085e-01	7.005096e-01	
1  8.65429	1.317813e-01	2.367754e-02	7.094019e+01	1.012543e+02	3.089092e-01	6.910076e-01	
2  8.91057	1.336457e-01	2.339058e-02	7.088922e+01	1.010745e+02	3.124925e-01	6.874243e-01	
1  9.77807	1.350869e-01	2.346237e-02	6.896437e+01	9.804185e+01	3.333608e-01	6.665512e-01	
4  12.544	1.367662e-01	2.338366e-02	6.822695e+01	9.677790e+01	3.440446e-01	6.558656e-01	
1  10.6444	1.352137e-01	2.318034e-02	6.850963e+01	9.757435e+01	3.374704e-01	6.624404e-01	
1  9.34423	1.383634e-01	2.306111e-02	7.089364e+01	1.005298e+02	3.211846e-01	6.787321e-01	
2  9.233	1.389180e-01	2.281557e-02	7.054293e+01	1.001195e+02	3.250073e-01	6.749086e-01	
4  9.50524	1.428139e-01	2.305136e-02	7.018775e+01	9.881319e+01	3.366919e-01	6.632232e-01	
1  9.74744	1.454531e-01	2.309144e-02	7.052936e+01	9.884354e+01	3.388245e-01	6.610913e-01	
8  10.5327	1.433236e-01	2.308553e-02	6.948882e+01	9.772434e+01	3.446253e-01	6.552880e-01	
2  9.72321	1.408904e-01	2.328346e-02	6.968804e+01	9.825274e+01	3.380551e-01	6.618588e-01	
2  8.92914	1.399492e-01	2.348120e-02	7.065828e+01	9.963216e+01	3.273457e-01	6.725705e-01	
1  9.66743	1.386813e-01	2.332728e-02	6.941721e+01	9.819503e+01	3.362046e-01	6.637085e-01	
2  9.54476	1.415986e-01	2.310459e-02	6.988318e+01	9.854116e+01	3.372537e-01	6.626606e-01	
2  9.90769	1.432994e-01	2.312031e-02	6.987922e+01	9.825261e+01	3.408070e-01	6.591073e-01	
2  9.60902	1.408137e-01	2.310217e-02	6.969004e+01	9.839655e+01	3.375045e-01	6.624094e-01	
1  8.86912	1.364366e-01	2.308868e-02	6.956472e+01	9.894112e+01	3.296488e-01	6.702648e-01	
1  8.3798	1.335485e-01	2.324754e-02	7.027765e+01	1.003233e+02	3.174684e-01	6.824469e-01	
2  8.89614	1.294293e-01	2.326525e-02	6.857902e+01	9.857251e+01	3.246692e-01	6.752418e-01	
1  8.78607	1.299965e-01	2.364996e-02	6.889147e+01	9.864818e+01	3.237365e-01	6.761754e-01	
2  8.39631	1.290415e-01	2.374365e-02	6.903673e+01	9.894994e+01	3.205685e-01	6.793437e-01	
3  8.12268	1.285665e-01	2.358028e-02	6.907847e+01	9.920840e+01	3.188432e-01	6.810691e-01	
1  7.91226	1.306935e-01	2.340441e-02	6.983202e+01	1.000553e+02	3.160003e-01	6.839139e-01	
1  10.7425	1.319807e-01	2.365824e-02	7.180715e+01	1.024716e+02	3.018442e-01	6.980746e-01	
4  8.94664	1.353490e-01	2.381508e-02	7.127263e+01	1.010214e+02	3.133282e-01	6.865895e-01	
1  9.0182	1.349275e-01	2.386611e-02	6.950305e+01	9.854622e+01	3.287194e-01	6.711940e-01	
2  8.36905	1.364382e-01	2.418565e-02	7.046057e+01	9.942564e+01	3.235323e-01	6.763834e-01	
4  9.44647	1.328315e-01	2.459447e-02	6.939922e+01	9.823012e+01	3.268642e-01	6.730489e-01	
2  9.1789	1.329592e-01	2.451367e-02	7.188809e+01	1.017899e+02	3.047136e-01	6.952054e-01	
2  9.25207	1.350718e-01	2.460972e-02	7.205948e+01	1.016046e+02	3.075193e-01	6.924001e-01	
2  9.53351	1.327035e-01	2.503924e-02	7.240977e+01	1.021897e+02	3.008536e-01	6.990666e-01	
2  8.20357	1.345859e-01	2.498733e-02	7.168189e+01	1.008833e+02	3.105569e-01	6.893617e-01	
3  8.21415	1.377963e-01	2.499953e-02	7.123816e+01	9.972164e+01	3.207879e-01	6.791297e-01	
6  8.7705	1.421367e-01	2.493157e-02	7.192506e+01	1.000246e+02	3.229486e-01	6.769705e-01	
3  8.96445	1.438610e-01	2.468824e-02	7.157880e+01	9.943746e+01	3.289713e-01	6.709471e-01	
4  9.20301	1.426183e-01	2.458312e-02	7.083113e+01	9.866797e+01	3.332665e-01	6.666501e-01	
1  9.85222	1.389331e-01	2.423662e-02	7.215731e+01	1.013662e+02	3.133855e-01	6.865341e-01	
1  8.25103	1.362812e-01	2.430211e-02	7.080471e+01	9.985415e+01	3.203142e-01	6.796023e-01	
1  8.15212	1.351441e-01	2.424862e-02	7.077222e+01	1.000348e+02	3.182312e-01	6.816853e-01	
5  8.543	1.371262e-01	2.434792e-02	7.137553e+01	1.004861e+02	3.169598e-01	6.829581e-01	
1  8.63074	1.331698e-01	2.451921e-02	7.160965e+01	1.013559e+02	3.075093e-01	6.924091e-01	
1  8.23407	1.308185e-01	2.473344e-02	7.147447e+01	1.014095e+02	3.044904e-01	6.954277e-01	
1  7.54151	1.301220e-01	2.493354e-02	7.089602e+01	1.005635e+02	3.084917e-01	6.914251e-01	
1  9.48833	1.293096e-01	2.477111e-02	7.203844e+01	1.024433e+02	2.969064e-01	7.030130e-01	
1  8.75279	1.256260e-01	2.459460e-02	7.142947e+01	1.023489e+02	2.944249e-01	7.054931e-01	
2  8.17773	1.282620e-01	2.475544e-02	7.137212e+01	1.016880e+02	3.003889e-01	6.995290e-01	
1  7.46987	1.287231e-01	2.482453e-02	7.035148e+01	1.001058e+02	3.102390e-01	6.896764e-01	
3  7.65955	1.300342e-01	2.487318e-02	7.029433e+01	9.976774e+01	3.134955e-01	6.864198e-01	
3  7.84246	1.264755e-01	2.452568e-02	7.092760e+01	1.015317e+02	3.001580e-01	6.997589e-01	
1  7.86765	1.266445e-01	2.407109e-02	7.060799e+01	1.013777e+02	3.023087e-01	6.976074e-01	
1  7.91079	1.264302e-01	2.362290e-02	7.029341e+01	1.012938e+02	3.036796e-01	6.962357e-01	
5  8.51843	1.284001e-01	2.358237e-02	7.071703e+01	1.015891e+02	3.039104e-01	6.960059e-01	
2  8.75108	1.279219e-01	2.328267e-02	7.059978e+01	1.017271e+02	3.033599e-01	6.965561e-01	
1  8.52348	1.274858e-01	2.359469e-02	7.069598e+01	1.017094e+02	3.022867e-01	6.976296e-01	
1  7.79687	1.252195e-01	2.326162e-02	6.873197e+01	9.951604e+01	3.143067e-01	6.856048e-01	
2  7.56371	1.265024e-01	2.352108e-02	6.934075e+01	9.998304e+01	3.120199e-01	6.878931e-01	
1  7.27473	1.222416e-01	2.359354e-02	6.900287e+01	1.001854e+02	3.062865e-01	6.936256e-01	
1  7.46013	1.255163e-01	2.355692e-02	6.934469e+01	1.001335e+02	3.100083e-01	6.899047e-01	
2  7.90124	1.255803e-01	2.362694e-02	6.886999e+01	9.938594e+01	3.145791e-01	6.853327e-01	
1  7.74486	1.247084e-01	2.338320e-02	6.876091e+01	9.955742e+01	3.132183e-01	6.866932e-01	
1  9.29658	1.221186e-01	2.365658e-02	6.785819e+01	9.849904e+01	3.165768e-01	6.833324e-01	
1  7.10588	1.182012e-01	2.343729e-02	6.855107e+01	1.003633e+02	3.014067e-01	6.985043e-01	
1  8.06996	1.216964e-01	2.337974e-02	6.817898e+01	9.924116e+01	3.121009e-01	6.878091e-01	
2  7.32393	1.230557e-01	2.322280e-02	6.926163e+01	1.006926e+02	3.049265e-01	6.949863e-01	
1  7.27199	1.222116e-01	2.309016e-02	6.893497e+01	1.004659e+02	3.057677e-01	6.941443e-01	
1  7.28378	1.204511e-01	2.295472e-02	6.843263e+01	1.001471e+02	3.062248e-01	6.936859e-01	
4  8.28051	1.221323e-01	2.295671e-02	6.789181e+01	9.905786e+01	3.147747e-01	6.851345e-01	
4  7.41851	1.230595e-01	2.266361e-02	6.868187e+01	1.002657e+02	3.089186e-01	6.909927e-01	
5  7.76972	1.247642e-01	2.273266e-02	6.944207e+01	1.010197e+02	3.058704e-01	6.940429e-01	
1  7.71687	1.263921e-01	2.280810e-02	6.939007e+01	1.006011e+02	3.098666e-01	6.900465e-01	
1  8.71625	1.289035e-01	2.276603e-02	7.020891e+01	1.013785e+02	3.076904e-01	6.922247e-01	
2  8.63549	1.231855e-01	2.280459e-02	7.000343e+01	1.020647e+02	2.979097e-01	7.020049e-01	
3  7.81449	1.264226e-01	2.329751e-02	6.995003e+01	1.010413e+02	3.059880e-01	6.939265e-01	
4  7.84436	1.292368e-01	2.345786e-02	7.004645e+01	1.005730e+02	3.112085e-01	6.887062e-01	
1  7.77267	1.285849e-01	2.318201e-02	6.935524e+01	9.989376e+01	3.155139e-01	6.843991e-01	
