1  15.9177	1.068741e-01	2.256877e-02	6.867266e+01	1.033454e+02	2.744798e-01	7.254315e-01	
1  14.266	1.083756e-01	2.250575e-02	7.292318e+01	1.094830e+02	2.461198e-01	7.538015e-01	
3  12.9042	1.049359e-01	2.246652e-02	7.322741e+01	1.106965e+02	2.375911e-01	7.623309e-01	
1  8.72777	1.062701e-01	2.224392e-02	7.151420e+01	1.080165e+02	2.512847e-01	7.486335e-01	
1  6.19706	1.089757e-01	2.202888e-02	6.851032e+01	1.031200e+02	2.791093e-01	7.208015e-01	
3  4.60383	1.043082e-01	2.191735e-02	6.847385e+01	1.040801e+02	2.692140e-01	7.306967e-01	
1  3.92728	1.049051e-01	2.179686e-02	6.774040e+01	1.029436e+02	2.761136e-01	7.237952e-01	
1  3.48466	1.042250e-01	2.159970e-02	6.652642e+01	1.013890e+02	2.843004e-01	7.156051e-01	
1  3.70844	1.024472e-01	2.138412e-02	6.658627e+01	1.020065e+02	2.792937e-01	7.206119e-01	
3  3.68595	1.016434e-01	2.156346e-02	6.538877e+01	1.001877e+02	2.881567e-01	7.117455e-01	
1  4.74331	1.050622e-01	2.144356e-02	6.330392e+01	9.643988e+01	3.156814e-01	6.842142e-01	
1  5.28784	1.052216e-01	2.137566e-02	6.254459e+01	9.530473e+01	3.236271e-01	6.762660e-01	
2  6.88294	1.107679e-01	2.115904e-02	6.332403e+01	9.563792e+01	3.290004e-01	6.708953e-01	
6  5.83858	1.095126e-01	2.120663e-02	6.504637e+01	9.843609e+01	3.089537e-01	6.909474e-01	
1  5.67634	1.132335e-01	2.126040e-02	6.542639e+01	9.827913e+01	3.141932e-01	6.857091e-01	
2  4.98572	1.146017e-01	2.137195e-02	6.621495e+01	9.912506e+01	3.101291e-01	6.897755e-01	
1  4.72758	1.172638e-01	2.164494e-02	6.725713e+01	9.998253e+01	3.070809e-01	6.928266e-01	
1  5.64124	1.154090e-01	2.189674e-02	6.850170e+01	1.019816e+02	2.926080e-01	7.073029e-01	
1  4.91011	1.136627e-01	2.182994e-02	6.896313e+01	1.030529e+02	2.848929e-01	7.150191e-01	
2  4.76695	1.166394e-01	2.173703e-02	6.983549e+01	1.038604e+02	2.837329e-01	7.161814e-01	
2  4.41069	1.151606e-01	2.163071e-02	6.759446e+01	1.008835e+02	2.993892e-01	7.005192e-01	
1  4.97187	1.172252e-01	2.172288e-02	6.714273e+01	9.975970e+01	3.082155e-01	6.916917e-01	
3  5.62626	1.183068e-01	2.139233e-02	6.449495e+01	9.588062e+01	3.358477e-01	6.640517e-01	
1  5.95134	1.184495e-01	2.146095e-02	6.242147e+01	9.272498e+01	3.590726e-01	6.408200e-01	
1  5.20439	1.179440e-01	2.143403e-02	6.558780e+01	9.753836e+01	3.240024e-01	6.759004e-01	
1  4.81428	1.183789e-01	2.146556e-02	6.905017e+01	1.025812e+02	2.933025e-01	7.066097e-01	
1  5.03081	1.209997e-01	2.158734e-02	6.815288e+01	1.006756e+02	3.069811e-01	6.929288e-01	
1  5.56029	1.212271e-01	2.137129e-02	6.872396e+01	1.016460e+02	3.019245e-01	6.979869e-01	
1  5.899	1.207466e-01	2.130902e-02	6.742613e+01	9.986047e+01	3.124654e-01	6.874426e-01	
4  4.92568	1.193092e-01	2.147663e-02	6.798927e+01	1.008262e+02	3.045638e-01	6.953457e-01	
1  4.58551	1.177505e-01	2.156095e-02	6.962817e+01	1.034823e+02	2.873538e-01	7.125600e-01	
1  7.69468	1.177219e-01	2.107367e-02	6.916485e+01	1.031870e+02	2.901381e-01	7.097745e-01	
1  5.00432	1.147192e-01	2.131472e-02	6.963820e+01	1.042734e+02	2.805124e-01	7.194013e-01	
1  4.72707	1.164195e-01	2.172831e-02	6.881965e+01	1.023977e+02	2.916883e-01	7.082234e-01	
1  4.1808	1.140718e-01	2.151850e-02	7.128149e+01	1.066932e+02	2.668549e-01	7.330628e-01	
1  4.12211	1.141950e-01	2.159038e-02	7.018261e+01	1.049660e+02	2.756728e-01	7.242423e-01	
1  4.43245	1.154794e-01	2.161652e-02	7.218712e+01	1.076865e+02	2.630905e-01	7.368292e-01	
1  6.13194	1.199174e-01	2.187877e-02	7.112671e+01	1.050391e+02	2.802846e-01	7.196327e-01	
1  6.22783	1.214003e-01	2.186574e-02	7.091150e+01	1.044533e+02	2.849115e-01	7.150053e-01	
1  5.55525	1.221726e-01	2.163679e-02	7.251740e+01	1.068578e+02	2.734656e-01	7.264548e-01	
1  5.72215	1.234017e-01	2.151417e-02	7.222610e+01	1.062951e+02	2.777970e-01	7.221228e-01	
1  5.5515	1.199988e-01	2.152955e-02	7.390600e+01	1.094195e+02	2.591099e-01	7.408135e-01	
1  5.22617	1.213054e-01	2.165379e-02	7.070852e+01	1.043405e+02	2.859359e-01	7.139804e-01	
1  4.89903	1.179640e-01	2.156626e-02	7.278153e+01	1.081223e+02	2.634063e-01	7.365148e-01	
2  6.29544	1.190746e-01	2.129617e-02	7.352792e+01	1.092380e+02	2.596404e-01	7.402822e-01	
1  4.661	1.172157e-01	2.151440e-02	7.139204e+01	1.062455e+02	2.721893e-01	7.277286e-01	
1  4.68583	1.167845e-01	2.157373e-02	7.262534e+01	1.081167e+02	2.623183e-01	7.376024e-01	
3  4.32509	1.129519e-01	2.160462e-02	7.379016e+01	1.106043e+02	2.471199e-01	7.528032e-01	
1  4.48139	1.136092e-01	2.148282e-02	7.349242e+01	1.101274e+02	2.501179e-01	7.498047e-01	
1  4.92363	1.117680e-01	2.184956e-02	7.328973e+01	1.098885e+02	2.487581e-01	7.511640e-01	
1  5.91497	1.153838e-01	2.191201e-02	7.305119e+01	1.087469e+02	2.572781e-01	7.426435e-01	
1  4.67063	1.137316e-01	2.169967e-02	7.399977e+01	1.106764e+02	2.473195e-01	7.526041e-01	
1  4.33947	1.141409e-01	2.165746e-02	7.259777e+01	1.085327e+02	2.576606e-01	7.422600e-01	
6  4.15734	1.132019e-01	2.157966e-02	7.286818e+01	1.091927e+02	2.538368e-01	7.460844e-01	
1  4.46604	1.158939e-01	2.150523e-02	7.119325e+01	1.062141e+02	2.710856e-01	7.288319e-01	
1  5.79007	1.225273e-01	2.152112e-02	7.317363e+01	1.078517e+02	2.690291e-01	7.308928e-01	
1  4.95281	1.199015e-01	2.163681e-02	7.002194e+01	1.036020e+02	2.886728e-01	7.112419e-01	
2  4.76902	1.183726e-01	2.163313e-02	7.058991e+01	1.047348e+02	2.809703e-01	7.189457e-01	
2  6.8504	1.189588e-01	2.197499e-02	7.128117e+01	1.053721e+02	2.773738e-01	7.225439e-01	
1  6.02978	1.229993e-01	2.179466e-02	7.109701e+01	1.044849e+02	2.864493e-01	7.134679e-01	
1  5.42162	1.209348e-01	2.173597e-02	7.075126e+01	1.044075e+02	2.850143e-01	7.149021e-01	
1  5.8218	1.233887e-01	2.140652e-02	7.049514e+01	1.038355e+02	2.913639e-01	7.085519e-01	
1  5.65103	1.239776e-01	2.167360e-02	7.048725e+01	1.035043e+02	2.931521e-01	7.067637e-01	
1  5.2018	1.222889e-01	2.154408e-02	6.835414e+01	1.007734e+02	3.078427e-01	6.920678e-01	
1  5.36702	1.208594e-01	2.173505e-02	6.790487e+01	1.002213e+02	3.092437e-01	6.906656e-01	
2  5.16701	1.183639e-01	2.138040e-02	6.772728e+01	1.006847e+02	3.046540e-01	6.952548e-01	
3  4.95287	1.188387e-01	2.169756e-02	6.811123e+01	1.009218e+02	3.029361e-01	6.969737e-01	
2  4.69683	1.167326e-01	2.143455e-02	6.840768e+01	1.019570e+02	2.952535e-01	7.046571e-01	
2  4.66967	1.177245e-01	2.149612e-02	6.825883e+01	1.015026e+02	2.988037e-01	7.011065e-01	
3  4.38715	1.145115e-01	2.161755e-02	6.715033e+01	1.003510e+02	3.018941e-01	6.980131e-01	
1  4.147	1.138103e-01	2.153836e-02	6.807079e+01	1.019212e+02	2.921005e-01	7.078092e-01	
2  4.61522	1.139210e-01	2.177017e-02	6.863998e+01	1.025683e+02	2.880032e-01	7.119080e-01	
1  4.04596	1.118309e-01	2.170758e-02	7.101985e+01	1.065898e+02	2.647567e-01	7.351604e-01	
1  3.83291	1.118229e-01	2.162508e-02	7.024841e+01	1.055011e+02	2.704201e-01	7.294952e-01	
1  3.87909	1.114508e-01	2.149090e-02	7.180227e+01	1.080226e+02	2.578606e-01	7.420582e-01	
1  3.99529	1.131722e-01	2.158367e-02	7.063045e+01	1.058420e+02	2.701244e-01	7.297918e-01	
1  3.69655	1.100246e-01	2.146644e-02	7.064565e+01	1.065888e+02	2.634664e-01	7.364498e-01	
3  3.88118	1.087030e-01	2.137755e-02	7.214969e+01	1.092072e+02	2.498869e-01	7.500327e-01	
2  3.0547	1.060239e-01	2.151897e-02	7.232293e+01	1.099102e+02	2.438396e-01	7.560804e-01	
